SMILES,MW,logP,VDss(L/kg),logVDss
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,341.407,1.5254,7.6,0.880813592
CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,383.532,4.4526,0.98,-0.008773924
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,335.473,2.0688,2.4,0.380211242
CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,317.429,3.2609,0.15,-0.823908741
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,405.441,2.3636,11,1.041392685
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,470.017,3.5519,0.51,-0.292429824
CN1CCOC(c2ccccc2)c2ccccc2C1,253.345,3.238,5.6,0.748188027
COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,297.271,-1.9714,4.9,0.69019608
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,223.296,1.9437,0.74,-0.13076828
CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O,475.587,-3.2007,0.07,-1.15490196
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,266.304,2.65122,1.3,0.113943352
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,479.533,3.6778,1,0
O=C(NCCO[N+](=O)[O-])c1cccnc1,211.177,0.0197,1.4,0.146128036
CN1CCCC1c1cccnc1,162.236,1.8483,2.6,0.414973348
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],346.339,2.1756,0.79,-0.102372909
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,418.446,2.9708,1.1,0.041392685
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,539.636,3.6159,15,1.176091259
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],388.42,3.2018,5.5,0.740362689
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,281.271,2.3843,1.7,0.230448921
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,360.366,2.5657,6.1,0.785329835
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,238.159,0.0735,0.57,-0.244125144
CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,331.467,1.3225,1,0
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3N(C)C)C3COC(=O)C23)OCO4)cc(OC)c1O,615.632,1.9079,0.3,-0.522878745
CN1Cc2c(N)cccc2C(c2ccccc2)C1,238.334,2.8461,6,0.77815125
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,319.336,1.2683,1.88,0.274157849
CCOC(=O)C1(c2ccccc2)CCC=CC1NC,259.349,2.4255,2.5,0.397940009
CNCCC=C1c2ccccc2CCc2ccccc21,263.384,3.8264,22,1.342422681
O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O,302.242,2.9096,0.07,-1.15490196
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,293.37,3.12852,1.8,0.255272505
COc1cccc2c(C(=O)N3CCN(C)C(C)C3)cn(CC3CCCCC3)c12,383.536,4.0063,1,0
Cc1ncc([N+](=O)[O-])n1CC(O)CCl,219.628,0.69942,1.16,0.064457989
CCC(CC)OC1C=C(C(=O)O)CC(N)C1NC(C)=O,284.356,0.8069,0.37,-0.431798276
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,401.444,1.89532,0.19,-0.721246399
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,286.718,2.4479,0.59,-0.229147988
NC(=O)CN1CC(O)CC1=O,158.157,-1.9351,0.55,-0.259637311
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,357.494,3.3429,0.85,-0.070581074
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,315.369,1.0482,2.5,0.397940009
O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,296.414,2.6565,6.3,0.799340549
NCCC(O)(P(=O)(O)O)P(=O)(O)O,235.069,-1.6633,1.8,0.255272505
Nc1cc(OCC2CC2)c(C(=O)NC2CN3CCC2CC3)cc1Cl,349.862,2.535,3.9,0.591064607
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1,572.875,6.1105,0.2,-0.698970004
CC(=N)N1CCC(SC2=C(C(=O)O)N3C(=O)C(C(C)O)C3C2)C1,339.417,0.69877,0.19,-0.721246399
COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,383.376,2.8843,0.17,-0.769551079
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,339.391,3.86,1,0
Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,329.371,3.3265,18,1.255272505
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,437.529,3.13904,0.16,-0.795880017
Nc1nc2c(Cc3cccnc3)c[nH]c2c(=O)[nH]1,241.254,0.8192,1.2,0.079181246
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,333.363,1.6105,1.5,0.176091259
Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,241.254,0.9571,0.39,-0.408935393
Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1,253.262,-1.3073,1.1,0.041392685
COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC)c1Cl,325.406,4.2323,9.1,0.959041392
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,334.397,0.8608,0.24,-0.619788758
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,340.427,2.88284,53,1.72427587
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,285.431,3.8826,3.4,0.531478917
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,226.276,1.185,0.91,-0.040958608
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,278.312,0.193,1.8,0.255272505
CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O,340.42,1.4621,0.76,-0.119186408
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,403.979,3.9427,18,1.255272505
CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,615.739,3.022,2.39,0.378397901
COc1cc(F)ccc1Cn1ccc2c3c(ncc21)C(=O)N([O-])CC3,340.334,2.7284,5.7,0.755874856
CCOc1ccc(NC(C)=O)cc1,179.219,2.0437,1.4,0.146128036
O=C1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1,349.615,3.892,6.23,0.794488047
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,243.394,4.3319,6.9,0.838849091
CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,364.423,1.0856,0.3,-0.522878745
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,232.239,0.7004,0.54,-0.26760624
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,350.396,0.6971,0.41,-0.387216143
Cc1c(C)c2ccc(OCCCN3CCN(Cc4ccc(Cl)cc4)CC3)cc2oc1=O,440.971,4.64994,1.3,0.113943352
COc1ccc(-c2nc3ccc(C4=NNC(=O)CC4C)cc3[nH]2)cc1,334.379,3.0986,2,0.301029996
CC(C)NCC(O)COc1cccc2[nH]ccc12,248.326,1.9056,1.2,0.079181246
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(N3CC[N+](C)(C)CC3)C4OC(C)=O)C2(C)CC1N1CC[N+](C)(C)CC1,602.905,3.6335,0.35,-0.455931956
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,517.564,-0.2403,0.27,-0.568636236
CN(CCC(=O)/C=C/c1ccc(O)cc1)CCc1ccc2c(c1)OCO2,353.418,3.2678,2.13,0.328379603
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,351.41,1.5594,1.71,0.23299611
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,362.407,2.4247,0.17,-0.769551079
N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,430.596,3.69218,4.7,0.672097858
CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1,338.495,4.3606,1.4,0.146128036
CCc1[nH]c(=O)[nH]c1C(=O)c1ccncc1,217.228,0.8914,0.65,-0.187086643
NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,325.372,0.5982,10.1,1.004321374
CC(C)(C)c1nc[nH]c1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,336.395,0.7414,3,0.477121255
CS(=O)(=O)OCCN(CCBr)c1c(C(=O)NCCOP(=O)(O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],579.275,0.5196,0.86,-0.065501549
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,477.481,0.9816,0.53,-0.27572413
C[n+]1ccccc1/C=N/O,137.162,0.3192,0.8,-0.096910013
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,424.534,2.4404,0.46,-0.337242168
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,383.408,1.7846,0.73,-0.13667714
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,360.45,1.5576,0.86,-0.065501549
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,358.434,1.7658,0.57,-0.244125144
CCCNC(C)C(=O)Nc1ccccc1C,220.316,2.32162,3.7,0.568201724
COc1cc(NC(C)CCCN)c2ncccc2c1,259.353,2.7827,4,0.602059991
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,285.365,2.1955,0.13,-0.886056648
CCN(CC)CCNC(=O)c1ccc(N)cc1,235.331,1.3404,2.2,0.342422681
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,373.953,4.5802,22,1.342422681
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,287.447,3.9404,0.74,-0.13076828
CN(C)CCCN1c2ccccc2Sc2ccccc21,284.428,4.241,8.1,0.908485019
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,284.428,4.2394,14,1.146128036
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,341.451,3.2414,3.6,0.556302501
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,367.489,3.9942,2.73,0.436162647
CC(C)c1cccc(C(C)C)c1O,178.275,3.639,4.7,0.672097858
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,339.479,4.2755,12,1.079181246
CC(C)NCC(O)COc1cccc2ccccc12,259.349,2.5775,3.1,0.491361694
CCCc1cc(=O)[nH]c(=S)[nH]1,170.237,1.38499,0.34,-0.468521083
Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(CO)c8c1c2c(c34)c(c65)c78,520.449,4.26492,0.56,-0.251811973
CN(C)C(=O)Oc1ccc[n+](C)c1,181.215,0.5715,1.1,0.041392685
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,248.717,2.5238,0.43,-0.366531544
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,302.238,1.988,0.12,-0.920818754
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,399.966,5.9724,45,1.653212514
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2CC1C(=O)O,410.47,2.0886,0.13,-0.886056648
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,324.424,3.1732,2.9,0.462397998
CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C[C@@H]1C,321.877,4.52259,21.98,1.342027688
COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,359.451,2.98942,0.22,-0.657577319
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,473.594,6.0752,7.5,0.875061263
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,314.411,1.459,1.2,0.079181246
CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,313.397,3.1938,0.65,-0.187086643
Cc1cccc(C)c1NC(=O)NCCCNC(C)C,263.385,2.81304,1.4,0.146128036
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,376.453,2.0003,0.4,-0.397940009
CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,371.275,2.6804,0.65,-0.187086643
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,452.595,5.2199,0.35,-0.455931956
O=C1c2ccccc2S(=O)(=O)N1CCCCNCC1CCc2ccccc2O1,400.5,2.5947,0.21,-0.677780705
COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,545.644,2.4208,5.9,0.770852012
NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,244.207,-3.0115,14,1.146128036
O=C(O)CCCCO/N=C(\c1cccnc1)c1cccc(C(F)(F)F)c1,366.339,4.1243,0.43,-0.366531544
COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1,451.497,2.8032,0.11,-0.958607315
Nc1nc2ccc(OC(F)(F)F)cc2s1,234.202,2.7771,3.5,0.544068044
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,283.113,-0.3744,6.3,0.799340549
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,410.493,3.59042,1.1,0.041392685
Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,477.58,5.48302,1.41,0.149219113
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,287.359,2.352,4.4,0.643452676
CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,250.342,2.7597,1.3,0.113943352
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,269.352,1.9118,1.9,0.278753601
C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1,529.786,4.4075,0.21,-0.677780705
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,314.362,2.5577,1.3,0.113943352
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,403.212,5.0309,1.92,0.283301229
CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O,356.47,2.784,4.3,0.633468456
CCCN(CCC)CCc1cccc2c1CC(=O)N2,260.381,2.8457,7.7,0.886490725
CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,274.408,3.50644,0.75,-0.124938737
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,308.337,2.5207,0.21,-0.677780705
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,357.435,2.4909,0.2,-0.698970004
CN(c1nc2ccccc2s1)C1CCN(CC(O)COc2ccc(F)cc2)CC1,415.534,3.7759,5.5,0.740362689
CN(CC(N)=O)C(=O)N(CCCl)N=O,222.632,-0.2543,0.76,-0.119186408
N=C(N)N/N=C1\CCc2c(C(=N)N)cccc21,230.275,0.10404,20,1.301029996
CCOc1ccc2c(c1)C1(CCC(OCCN3CCOCC3)CC1)C(=O)N2S(=O)(=O)c1ccc(C(=O)NC(C)(C)C)cc1OC,643.803,3.8869,7,0.84509804
CC(O)C1C(=O)N2C(C(=O)O)=C(SCCOC(N)=O)SC12,334.375,-0.0193,0.3,-0.522878745
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,303.358,0.9181,3.1,0.491361694
CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,313.423,1.1297,0.82,-0.086186148
Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,238.29,3.12424,0.98,-0.008773924
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,474.587,1.6109,1.4,0.146128036
O=C1c2ccccc2OCN1CCO[N+](=O)[O-],238.199,0.687,0.68,-0.167491087
NC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4F)c3c2Cl)CC12CC2,409.82,2.7026,1.5,0.176091259
NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,407.318,2.0165,2.8,0.447158031
CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,380.539,3.659,5.14,0.710963119
O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,362.473,3.8649,8.2,0.913813852
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,272.37,1.0895,1.3,0.113943352
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,392.406,2.0816,3.9,0.591064607
CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O,332.353,-2.9256,0.13,-0.886056648
CCN(CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,413.543,3.423,1.01,0.004321374
O=C(Cn1ccnc1[N+](=O)[O-])NCC(O)C(F)(F)F,282.178,-0.1693,0.69,-0.161150909
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,224.216,-0.70908,0.67,-0.173925197
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,386.561,4.2148,9.4,0.973127854
CC1(C)C(C(=O)O)N2C(=O)CC2S1(=O)=O,233.245,-0.795,0.32,-0.494850022
CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O,414.461,0.2472,0.15,-0.823908741
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,250.283,0.8596,0.29,-0.537602002
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,253.283,1.36602,0.3,-0.522878745
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,398.4,3.7016,0.11,-0.958607315
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,267.31,1.67444,0.17,-0.769551079
COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,287.344,2.3709,0.62,-0.207608311
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,341.433,0.5567,0.94,-0.026872146
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,295.408,1.3212,1.7,0.230448921
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,260.314,3.1672,0.04,-1.397940009
Cc1cccnc1NS(=O)(=O)c1ccc(C#Cc2ccc(O)c(C(=O)O)c2)cc1,408.435,2.99442,0.1,-1
Nc1c2c(nc3ccccc13)CCCC2,198.269,2.6958,11,1.041392685
CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,363.502,3.2686,3.3,0.51851394
CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,408.52,2.3409,0.21,-0.677780705
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,646.744,6.3746,6.4,0.806179974
CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,351.471,4.4315,3.55,0.550228353
C#CCCCC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,300.442,4.9734,12,1.079181246
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,301.394,2.81457,5.3,0.72427587
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,514.629,7.26442,5.3,0.72427587
Cn1nnc2c(C(N)=O)ncn2c1=O,194.154,-2.0781,0.5,-0.301029996
CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,287.216,-0.0512,0.83,-0.080921908
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,337.382,1.6425,0.19,-0.721246399
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,387.44,1.0568,0.98,-0.008773924
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,225.288,1.5193,1.5,0.176091259
C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,270.21,2.99948,0.16,-0.795880017
CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,281.443,4.9852,5.1,0.707570176
CCOC(Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,408.472,2.6787,0.13,-0.886056648
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,314.469,5.7358,8.9,0.949390007
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nn[nH]n3)c2)nc1OCCO,605.637,3.2099,0.28,-0.552841969
Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+](=O)[O-],449.04,1.922,0.64,-0.193820026
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,258.233,0.0878,0.95,-0.022276395
Cn1c(=O)c2[nH]cnc2n(C)c1=O,180.167,-1.0397,0.51,-0.292429824
Nc1nc2[nH]cnc2c(=S)[nH]1,167.197,0.59769,2.89,0.460897843
CN(C)CCN(Cc1cccs1)c1ccccn1,261.394,2.7113,3.3,0.51851394
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,242.344,1.3499,1.2,0.079181246
S=P(N1CC1)(N1CC1)N1CC1,189.224,0.1577,1.6,0.204119983
Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C,375.559,5.04484,1.1,0.041392685
CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,436.961,4.1926,0.3,-0.522878745
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,328.434,1.1703,1.1,0.041392685
NC(=O)c1csc(C2OC(CO)C(O)C2O)n1,260.271,-1.604,1.1,0.041392685
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O,384.435,0.548,0.16,-0.795880017
CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,273.376,2.7677,4,0.602059991
O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,318.611,2.0711,0.23,-0.638272164
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,316.427,0.5025,1.5,0.176091259
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,247.276,0.53442,0.59,-0.229147988
CC(S)C(=O)NCC(=O)O,163.198,-0.4945,1.39,0.1430148
C[N+]1(C)C2CC(OC(=O)C(O)(c3cccs3)c3cccs3)CC1C1OC12,392.522,2.3457,32,1.505149978
Nc1n[n+]([O-])c2ccccc2[n+]1[O-],178.151,-0.9162,0.56,-0.251811973
CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,440.606,2.9505,0.99,-0.004364805
Clc1ccc2nsnc2c1NC1=NCCN1,253.718,1.7158,2.4,0.380211242
Cc1cccc(C)c1NC(=O)C(C)N,192.262,1.58914,1.8,0.255272505
Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,344.411,1.50222,4,0.602059991
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,270.354,1.78302,0.12,-0.920818754
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,273.244,2.54542,0.12,-0.920818754
Cc1cccc(N2CC(CO)OC2=O)c1,207.229,1.31252,1.5,0.176091259
Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,325.496,5.34142,1.5,0.176091259
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,448.95,5.68314,0.5,-0.301029996
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CC(C(=O)N4CCC(NC(=O)CNC(=N)N)C4)N(C)C3)C(C)C12,537.643,-1.85383,0.23,-0.638272164
CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc2n(CCC)c1=O,416.522,3.1631,0.76,-0.119186408
CN(C)CCNc1ccc2c3c(nn2CCNCCO)-c2cnccc2C(=O)c13,394.479,1.1981,57,1.755874856
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,421.453,1.8468,1.8,0.255272505
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,348.428,2.52992,0.21,-0.677780705
O/N=C/c1cc[n+](COC[n+]2ccc(/C=N/O)cc2)cc1,288.307,0.5096,0.17,-0.769551079
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,464.599,3.50322,5.1,0.707570176
COc1cccc(C2(O)CCCCC2CN(C)C)c1,263.381,2.6346,2.8,0.447158031
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,615.403,3.94012,13.94,1.144262774
NCC1CCC(C(=O)O)CC1,157.213,0.8361,0.38,-0.420216403
CC(C(O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,327.424,2.7977,4.4,0.643452676
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,371.872,2.3617,0.52,-0.283996656
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,434.504,2.4188,1.4,0.146128036
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,253.269,0.8334,13,1.113943352
NC(=S)N/N=C/c1ncccc1N,195.251,-0.1691,0.41,-0.387216143
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,343.217,4.23352,0.58,-0.236572006
COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,435.481,1.2673,0.18,-0.744727495
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,290.323,1.2576,1.5,0.176091259
